Rk,Gcar,Gtm,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Player,PlayerID
1,329,1,Mar 27,TOR,,BAL,,,,99,1,1,2,2,1,0,0,0,18,6.1,5,24,13,4,1,2,2,1,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,0.33,0.014,0.33,,0.48,-2.95,-3,,,Jacob Barnes,barneja01
2,330,3,Mar 29,TOR,,BAL,,,,1,1.1,4,2,2,0,2,0,0,15.43,2.67,8,29,21,3,4,2,4,2,0,0,,0,0,1,0,0,7,1,0,0,0,1,0,0.77,-0.128,0.77,,-1.54,0.6,4,,,Jacob Barnes,barneja01
3,331,8,Apr 4,TOR,@,NYM,,,,5,1.2,0,0,0,0,1,0,0,9,2.35,5,23,13,2,7,0,4,1,1,0,,2,1,0,0,0,4,0,0,0,0,1,0,0.1,0.002,0.1,,0.86,5.75,8,,,Jacob Barnes,barneja01
4,332,12,Apr 8,TOR,@,BOS,,,,3,1,2,0,0,0,1,0,0,7.2,2.1,4,15,8,2,1,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,0.43,0.008,0.48,,0.52,3.05,6,,,Jacob Barnes,barneja01
5,333,17,Apr 14,TOR,,ATL,,,,5,2,0,0,0,0,0,0,0,5.14,2.39,6,18,13,4,1,3,3,1,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.02,0.003,0.02,,0.97,4.5,6,,,Jacob Barnes,barneja01
6,334,21,Apr 19,TOR,,SEA,,,,4,1,3,5,4,2,1,1,0,9,4.6,8,37,18,3,4,3,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,3.95,-0.481,4.57,,-3.9,-6.75,-6,,,Jacob Barnes,barneja01
,,,,,,,,,,3.6,8,10,9,8,3,5,1,0,9,4.6,36,146,,,,0.65,,,,0,,4,,1,0,0,31,1,0,0,1,2,0,1.15,-0.582,1.29,,-2.61,4.2,15,,,Jacob Barnes,barneja01
1,10,3,Mar 30,CLE,@,KCR,,,,99,1,3,2,0,1,1,0,0,0,4.1,8,37,21,5,5,4,2,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,1,0.43,-0.095,0.43,,-2.34,1.85,6,,,Joey Cantillo*,cantijo01
2,11,5,Apr 1,CLE,@,SDP,,,,1,2,2,3,1,2,1,0,0,3,4.77,11,43,22,8,2,5,3,1,2,0,,0,0,3,0,0,9,0,0,0,0,0,0,0.08,-0.022,0.07,,-1.99,2.1,6,,,Joey Cantillo*,cantijo01
3,12,8,Apr 5,CLE,@,LAA,,,,3,2.1,0,0,0,0,2,0,0,1.69,3.29,7,22,13,2,3,3,2,2,0,0,,2,0,0,0,0,7,0,0,0,0,0,0,0.01,0.002,0.01,,1.42,9.25,13,,,Joey Cantillo*,cantijo01
4,13,12,Apr 10,CLE,,CHW,,,,4,2,2,0,0,1,4,0,0,1.23,2.56,9,33,22,12,4,0,4,2,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,0.13,0.017,0.13,,0.98,10.7,18,,,Joey Cantillo*,cantijo01
5,14,15,Apr 13,CLE,,KCR,,,,2,2,0,0,0,0,4,0,0,0.96,1.82,6,24,17,6,6,1,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.29,0.044,0.35,,0.98,12.5,18,,,Joey Cantillo*,cantijo01
6,15,16,Apr 15,CLE,@,BAL,,,,1,0.2,2,1,1,0,1,1,0,1.8,3,4,16,10,3,1,1,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.15,-0.007,0.16,,-0.85,0.3,2,,,Joey Cantillo*,cantijo01
7,16,17,Apr 16,CLE,@,BAL,,,,0,0.1,0,0,0,0,1,0,0,1.74,2.81,1,5,3,2,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.05,0.001,0.06,,0.09,2.75,4,,,Joey Cantillo*,cantijo01
8,17,21,Apr 20,CLE,@,PIT,,,,3,1,0,0,0,1,0,0,0,1.59,3.1,3,12,5,1,1,1,1,1,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,5.45,0.448,5.93,,1.14,1.65,3,,,Joey Cantillo*,cantijo01
9,18,22,Apr 21,CLE,,NYY,,,,0,0.1,0,0,0,1,1,0,0,1.54,3.19,2,9,4,2,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.86,0.013,1.03,,0.1,2.15,4,,,Joey Cantillo*,cantijo01
10,19,24,Apr 23,CLE,,NYY,,,,1,1.2,3,0,0,1,2,0,0,1.35,3.1,7,30,20,9,4,3,1,1,0,0,,0,0,0,0,0,6,2,0,0,1,0,0,0.42,0.038,0.54,,0.75,5.35,11,,,Joey Cantillo*,cantijo01
11,20,27,Apr 27,CLE,,BOS,,,,3,2,1,3,2,1,3,1,0,2.35,3.76,9,55,32,11,5,3,2,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,1,0.04,-0.013,0.04,,-2.02,5.3,9,,,Joey Cantillo*,cantijo01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joey Cantillo*,cantijo01
12,21,31,May 1,CLE,,MIN,,,,3,0.2,1,0,0,1,1,0,0,2.25,3.79,4,24,14,5,2,0,2,1,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,2.14,0.016,2.58,,0.06,2.3,5,,,Joey Cantillo*,cantijo01
13,22,32,May 2,CLE,@,TOR,,,,0,0.1,0,0,0,0,0,0,0,2.2,3.78,1,4,3,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0.35,0.01,0.41,,0.32,0.75,1,,,Joey Cantillo*,cantijo01
14,23,35,May 6(1),CLE,@,WSN,,,,3,1,0,0,0,0,1,0,0,2.08,3.62,3,10,7,3,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.18,0.013,0.2,,0.49,4.25,6,,,Joey Cantillo*,cantijo01
15,24,37,May 7,CLE,@,WSN,,,,0,1,0,0,0,1,1,0,0,1.96,3.65,4,14,8,4,1,0,2,2,0,0,,2,0,0,0,0,3,0,0,0,0,0,0,0.86,0.053,1,,1.47,7.65,12,,,Joey Cantillo*,cantijo01
16,25,39,May 10,CLE,,PHI,,,,2,1.1,7,5,5,1,3,1,0,4.12,4.12,12,40,27,4,6,1,7,3,0,0,,1,1,0,0,0,11,1,0,0,0,0,0,0.17,-0.271,0.19,,-5.29,-5.8,-2,,,Joey Cantillo*,cantijo01
,,,,,,,,,,1.7,19.2,21,14,9,11,26,3,0,4.12,4.12,91,378,,,,0.8,,,,0,,6,,3,0,0,80,7,0,0,2,0,2,0.47,0.247,0.53,,-4.69,63.05,116,,,Joey Cantillo*,cantijo01
1,6,2,Mar 28,HOU,,NYM,,,,99,1,0,0,0,0,2,0,0,0,-0.9,3,16,9,3,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.21,0.016,0.2,,0.48,6.25,9,,,Luis Contreras,contrlu01
2,7,4,Mar 31,HOU,,SFG,,,,2,1,2,2,2,1,2,1,0,9,7.1,6,26,15,7,2,0,3,1,1,0,,1,1,0,0,0,5,0,0,0,0,0,0,0.65,-0.136,0.59,,-2.14,0.45,3,,,Luis Contreras,contrlu01
3,8,6,Apr 2,HOU,,SFG,,,,1,1,0,0,0,1,2,0,0,6,5.44,4,20,10,4,2,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.86,0.036,0.74,,0.48,5.65,9,,,Luis Contreras,contrlu01
4,9,9,Apr 6,HOU,@,MIN,,,,3,2.1,4,3,3,1,1,0,0,8.44,4.6,12,39,25,5,2,0,10,5,0,0,,3,0,0,0,0,11,3,0,0,0,0,0,0.51,-0.039,0.45,,-1.22,-1.75,1,,,Luis Contreras,contrlu01
5,10,12,Apr 9,HOU,@,SEA,,,,2,0.2,1,3,3,2,1,0,0,12,5.1,5,21,12,4,2,0,2,1,0,0,,2,0,0,0,0,3,0,0,0,0,0,0,0.93,-0.033,0.89,,-0.97,-4.3,-4,,,Luis Contreras,contrlu01
6,11,13,Apr 11,HOU,,LAA,,,,1,1,1,0,0,0,0,0,0,10.29,4.82,4,15,11,3,1,1,3,0,3,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0.48,1.65,3,,,Luis Contreras,contrlu01
7,12,16,Apr 14,HOU,@,STL,,,,2,2,3,1,1,1,2,1,0,9,5.77,9,35,21,2,6,3,3,0,0,0,,0,0,0,0,0,8,0,0,0,1,0,0,0,-0.001,0,,0.01,4.1,9,,,Luis Contreras,contrlu01
,,,,,,,,,,1.8,9,11,9,9,6,10,2,0,9,5.77,43,172,,,,0.17,,,,0,,6,,0,0,0,37,3,0,0,1,0,0,0.45,-0.157,0.4,,-2.88,12.05,30,,,Luis Contreras,contrlu01
1,191,17,Apr 15,CIN,,SEA,,,,99,0.2,0,0,0,2,1,0,0,0,9.1,4,26,14,3,4,0,1,1,0,0,,0,0,1,0,0,2,0,0,0,0,0,0,1.9,0.009,1.63,,0.08,2.3,5,,,Alexis Díaz,diazal03
2,192,19,Apr 17,CIN,,SEA,,,,1,1,1,0,0,1,0,0,0,0,7.3,4,15,11,3,0,0,3,1,2,0,,0,0,0,1,0,3,1,0,0,0,0,0,0.9,0.038,0.79,,0.54,1.05,3,,,Alexis Díaz,diazal03
3,193,20,Apr 18,CIN,@,BAL,,,,0,1,0,0,0,0,1,0,0,0,4.98,3,15,9,2,3,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.09,0.006,0.07,,0.46,4.25,6,,,Alexis Díaz,diazal03
4,194,23,Apr 21,CIN,@,MIA,,,,2,1.1,3,3,3,1,0,1,1,6.75,9.1,9,30,16,4,0,1,6,3,1,0,,2,0,5,0,0,7,1,0,0,0,0,0,0.31,-0.033,0.3,,-1.93,-6,-5,,,Alexis Díaz,diazal03
5,195,27,Apr 26,CIN,@,COL,,,,4,1,0,0,0,0,1,0,0,5.4,7.5,4,11,10,3,1,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,2.29,0.149,2.08,,0.55,4.25,6,,,Alexis Díaz,diazal03
6,196,30,Apr 30(1),CIN,,STL,,,,3,1,4,5,5,1,0,3,1,12,14.27,9,34,21,4,0,1,6,2,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.53,-0.167,0.59,,-4.46,-11.35,-12,,,Alexis Díaz,diazal03
,,,,,,,,,,2,6,8,8,8,5,3,4,2,12,14.27,33,131,,,,0.28,,,,0,,2,,6,1,0,26,2,0,0,0,0,1,0.83,0.002,0.77,,-4.78,-5.5,3,,,Alexis Díaz,diazal03
1,44,4,Mar 31,TBR,,PIT,,,,99,1,2,1,1,0,2,0,0,9,-0.9,5,22,13,3,3,0,3,2,1,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.31,0.005,0.29,,-0.52,3.05,6,,,Mason Englert,englema01
2,45,5,Apr 1,TBR,,PIT,,,,0,2,1,0,0,0,2,0,0,3,0.44,7,28,19,5,5,4,1,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.09,0.014,0.09,,0.96,7.9,12,,,Mason Englert,englema01
3,46,12,Apr 10,TBR,,LAA,,,,8,3,4,3,2,0,1,1,0,4.5,3.6,14,36,30,10,2,6,6,3,0,0,,0,0,0,0,0,13,0,0,0,0,0,0,0.05,-0.025,0.05,,-1.56,2.35,6,,,Mason Englert,englema01
4,47,15,Apr 13,TBR,,ATL,,,,2,2,2,0,0,0,2,0,0,3.38,2.98,7,22,15,3,3,3,2,1,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,0.2,0.017,0.17,,0.96,7.3,12,,,Mason Englert,englema01
5,48,17,Apr 15,TBR,,BOS,,,,1,1,1,0,0,1,2,0,0,3,2.88,5,24,14,1,7,1,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.07,0.004,0.07,,0.48,5.05,9,,,Mason Englert,englema01
6,49,18,Apr 16,TBR,,BOS,,,,0,1,0,0,0,0,0,0,0,2.7,2.9,3,14,10,0,1,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.66,0.049,0.63,,0.48,2.25,3,,,Mason Englert,englema01
7,50,21,Apr 19,TBR,,NYY,,,,2,2,0,0,0,0,2,0,0,2.25,2.6,6,25,15,5,2,2,2,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.49,0.073,0.38,,0.96,8.5,12,,,Mason Englert,englema01
8,51,23,Apr 22,TBR,@,ARI,,,,2,2,1,2,2,2,1,0,1,3.21,3.17,9,30,18,4,2,3,2,1,0,0,,0,0,0,0,0,5,0,0,0,1,1,0,0.33,-0.022,0.23,,-0.98,0.1,3,,,Mason Englert,englema01
9,52,30,Apr 30,TBR,,KCR,,,,7,3,5,0,0,0,4,0,0,2.65,2.69,13,53,33,7,8,3,6,3,1,0,,0,0,0,0,0,13,0,0,0,1,0,0,0.44,0.056,0.4,,1.44,11.75,21,,,Mason Englert,englema01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mason Englert,englema01
10,53,34,May 4,TBR,@,NYY,,,,3,0,2,3,3,1,0,0,0,4.24,2.87,3,14,7,1,1,0,2,2,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,0.72,-0.103,0.66,,-1.99,-7.8,-9,,,Mason Englert,englema01
11,54,35,May 6,TBR,,PHI,,,,1,1,5,4,4,0,2,1,0,6,3.38,8,31,19,3,2,2,4,3,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,0.6,-0.227,0.51,,-3.52,-4.75,-3,,,Mason Englert,englema01
,,,,,,,,,,2.6,18,23,13,12,4,18,2,1,6,3.38,80,299,,,,0.81,,,,0,,0,,0,0,0,73,2,0,0,3,1,0,0.32,-0.159,0.27,,-3.29,35.7,72,,,Mason Englert,englema01
1,3,9,Apr 6(2),STL,@,BOS,,,,99,3,8,7,6,1,2,1,0,18,7.1,19,63,43,8,4,7,9,4,1,0,,2,2,0,0,0,18,5,0,0,0,0,1,0.03,-0.033,0.03,,-7.26,-6.65,-3,,,Gordon Graceffo,gracego01
2,4,31,Apr 30(2),STL,@,CIN,,,,23,5,2,1,1,0,5,0,0,7.88,3.35,17,70,49,12,8,5,7,4,1,0,,0,0,0,0,0,17,0,0,0,0,0,0,0.05,0.012,0.04,,1.68,22.05,33,,,Gordon Graceffo,gracego01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Graceffo,gracego01
3,5,36,May 5,STL,,PIT,,,,4,1,0,0,0,0,0,0,0,7,3.33,3,11,7,4,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.72,0.055,0.54,,0.51,6.25,9,,,Gordon Graceffo,gracego01
4,6,37,May 6,STL,,PIT,,,,0,1,0,0,0,0,0,0,0,6.3,3.3,3,6,5,0,2,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.14,0.163,1.67,,0.51,2.25,3,,,Gordon Graceffo,gracego01
,,,,,,,,,,2,10,10,8,7,1,7,1,0,6.3,3.3,42,150,,,,0.89,,,,0,,2,,0,0,0,41,5,0,0,0,0,1,0.23,0.197,0.18,,-4.57,23.9,42,,,Gordon Graceffo,gracego01
1,1,6,Apr 1,PIT,@,TBR,,,,99,4,7,6,6,4,2,1,0,13.5,8.35,23,90,54,11,8,9,8,2,1,0,22,,,1,0,0,18,1,0,0,0,1,0,0.62,-0.302,0.49,,-4.08,-5.6,0,,,Tom Harrington,harrito03
2,2,11,Apr 7,PIT,,STL,,,,5,4,4,3,3,1,5,2,0,10.13,8.1,16,60,38,10,8,4,6,0,0,0,,0,0,0,0,0,15,0,0,0,1,0,0,0.58,0.063,0.47,,-0.96,10,18,,,Tom Harrington,harrito03
,,,,,,,,,,5,8,11,9,9,5,7,3,0,10.13,8.1,39,150,,,,0.93,,,,0,22,0,,1,0,0,33,1,0,0,1,1,0,0.6,-0.239,0.48,,-5.04,4.4,18,,,Tom Harrington,harrito03
1,242,4,Mar 31,SFG,@,HOU,,,,99,6,1,0,0,2,6,0,0,0,2.1,21,72,51,19,6,7,6,1,1,0,74,,,0,0,0,19,0,0,0,0,0,0,0.79,0.312,0.76,,2.88,27.7,46,,,Jordan Hicks,hicksjo03
2,243,9,Apr 6,SFG,,SEA,,,,5,5.1,6,3,3,1,5,2,2,2.38,4.78,25,90,56,19,8,11,6,3,0,0,48,,,0,0,0,22,1,0,0,0,0,0,0.87,-0.049,0.95,,-0.06,10.6,22,,,Jordan Hicks,hicksjo03
3,244,14,Apr 12,SFG,@,NYY,,,,5,4,8,7,7,3,3,0,0,5.87,4.54,23,94,55,19,7,6,11,6,1,0,18,,,0,0,0,19,1,1,0,0,1,0,1.19,-0.334,1.25,,-3.86,-5.6,0,,,Jordan Hicks,hicksjo03
4,245,19,Apr 17,SFG,@,PHI,,,,4,7,6,5,5,4,5,0,1,6.04,4.31,29,105,59,14,12,13,6,2,1,0,46,,,1,1,1,24,0,1,0,3,0,1,0.62,-0.285,0.69,,-1.5,9.15,21,,,Jordan Hicks,hicksjo03
5,246,24,Apr 22,SFG,,MIL,,,,4,5,8,6,5,3,5,0,0,6.59,4.05,26,104,66,24,6,13,5,4,0,0,31,,,0,0,0,23,2,0,0,1,0,1,0.91,-0.231,1.06,,-2.63,4.65,15,,,Jordan Hicks,hicksjo03
6,247,29,Apr 27,SFG,,TEX,,,,4,5,7,2,2,0,3,0,0,6.12,3.72,20,84,60,14,8,10,7,5,1,0,48,,,0,0,0,20,3,0,0,0,0,0,1.04,0.042,1.19,,0.35,9.05,18,,,Jordan Hicks,hicksjo03
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Hicks,hicksjo03
7,248,34,May 3,SFG,,COL,,,,5,5,3,3,3,2,7,0,0,6.03,3.42,21,88,55,18,11,10,2,0,1,0,54,,,0,0,0,19,0,0,0,0,0,1,1.09,-0.081,1.2,,0.01,16.25,27,,,Jordan Hicks,hicksjo03
8,249,39,May 9,SFG,@,MIN,,,,5,6,7,3,3,0,6,0,1,5.82,3.17,24,79,52,12,11,9,8,4,0,0,52,,,1,0,0,23,0,1,0,0,0,0,0.75,-0.069,0.87,,0.02,14.7,31,,,Jordan Hicks,hicksjo03
,,,,,,,,,,4.6,43.1,46,29,28,15,40,2,4,5.82,3.17,189,716,,,,1.55,,,,0,46,,,2,1,1,169,7,3,0,4,1,3,0.89,-0.695,0.98,,-4.79,86.5,180,,,Jordan Hicks,hicksjo03
1,138,1,Mar 27,PIT,@,MIA,,,,99,1,2,2,2,2,1,0,0,18,7.1,7,37,23,5,6,2,2,2,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,2.59,-0.325,2.48,,-1.46,-2.15,0,,,Colin Holderman,holdeco01
2,139,3,Mar 29,PIT,@,MIA,,,,1,1,1,0,0,1,0,0,0,9,6.6,5,19,11,1,2,3,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,3.22,0.145,3.07,,0.54,1.05,3,,,Colin Holderman,holdeco01
3,140,4,Mar 30,PIT,@,MIA,,,,0,1,1,1,1,0,2,1,0,9,8.44,4,17,10,2,5,0,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.28,-0.126,1.16,,-0.46,3.65,6,,,Colin Holderman,holdeco01
4,141,7,Apr 2,PIT,@,TBR,,,,2,0.2,1,1,1,1,1,0,0,9.82,7.74,4,18,12,3,3,2,0,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,2.72,-0.1,2.15,,-0.83,0.3,2,,,Colin Holderman,holdeco01
5,142,9,Apr 5,PIT,,NYY,,,,2,1,1,1,1,0,2,0,1,9.64,6.53,5,16,12,3,3,1,1,0,0,0,,2,2,0,0,0,4,1,0,0,0,0,0,1.44,-0.148,1.06,,-1.49,3.05,6,,,Colin Holderman,holdeco01
6,143,28,Apr 26,PIT,@,LAD,,,,20,0,2,3,3,1,0,1,0,15.43,9.96,3,14,7,1,2,0,2,1,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,0.98,-0.314,0.65,,-1.98,-7.8,-9,,,Colin Holderman,holdeco01
7,144,29,Apr 27,PIT,@,LAD,,,,0,1.1,1,0,0,0,0,0,0,12,8.44,4,8,5,1,0,4,0,0,0,0,,3,0,0,0,0,4,0,0,0,1,0,0,0.03,0.002,0.02,,1.24,2.4,4,,,Colin Holderman,holdeco01
8,145,30,Apr 29,PIT,,CHC,,,,1,1,2,1,1,0,0,1,0,11.57,9.53,4,16,13,3,1,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,0.01,-0.002,0.01,,-0.49,-0.95,0,,,Colin Holderman,holdeco01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin Holderman,holdeco01
9,146,33,May 2,PIT,,SDP,,,,2,1.1,0,1,1,2,1,0,1,10.8,9.34,7,24,13,6,1,1,2,1,0,0,,1,0,0,0,0,2,0,0,0,0,1,0,0.08,-0.003,0.04,,-0.26,1.2,4,,,Colin Holderman,holdeco01
10,147,35,May 4,PIT,,SDP,,,,1,2.1,2,0,0,0,1,0,0,8.44,7.79,8,21,16,6,1,6,1,1,0,0,,3,0,0,0,0,8,0,0,0,1,0,0,0.4,0.062,0.15,,1.8,6.05,10,,,Colin Holderman,holdeco01
11,148,38,May 7,PIT,@,STL,,,,2,0.1,1,0,0,0,1,0,0,8.18,7.47,2,7,6,2,3,1,0,0,0,0,,2,2,0,0,0,2,0,0,0,0,0,0,0.13,-0.02,0.04,,-1.39,2.15,4,,,Colin Holderman,holdeco01
12,149,42,May 12,PIT,@,NYM,,,,4,1.1,1,0,0,1,0,0,0,7.3,7.24,6,21,12,5,1,2,3,0,2,0,,1,1,0,0,0,5,0,0,0,0,0,0,0.83,-0.161,0.2,,-0.21,1.8,4,,,Colin Holderman,holdeco01
,,,,,,,,,,1.5,12.1,15,10,10,8,9,3,2,7.3,7.24,59,218,,,,1.67,,,,0,,12,,3,0,0,47,2,0,0,3,1,0,1.28,-0.99,1.03,,-4.99,10.75,34,,,Colin Holderman,holdeco01
1,227,1,Mar 27,MIN,@,STL,,,,99,0.2,1,1,1,1,1,1,0,13.5,24.1,4,21,15,3,2,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.31,-0.065,0.28,,-0.73,0.3,2,,,Griffin Jax,jaxgr01
2,228,5,Apr 1,MIN,@,CHW,,,,4,1,2,0,0,0,2,0,0,5.4,9.1,5,24,16,4,5,1,2,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,2.47,0.085,2.04,,0.48,5.05,9,,,Griffin Jax,jaxgr01
3,229,9,Apr 6,MIN,,HOU,,,,4,1,3,2,2,0,3,1,0,10.13,9.48,6,17,14,1,5,0,3,1,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,2.71,-0.288,2.48,,-1.5,2.45,6,,,Griffin Jax,jaxgr01
4,230,11,Apr 8,MIN,@,KCR,,,,1,1,0,1,0,0,0,0,0,7.36,7.74,4,12,10,2,2,2,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,1,1.73,-0.23,1.5,,-0.5,2.25,3,,,Griffin Jax,jaxgr01
5,231,12,Apr 9,MIN,@,KCR,,,,0,1,1,0,0,0,0,0,0,5.79,6.75,4,10,10,3,3,0,4,2,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.69,0.052,0.54,,0.5,1.65,3,,,Griffin Jax,jaxgr01
6,232,16,Apr 13,MIN,,DET,,,,3,1,0,0,0,0,3,0,0,4.76,5.04,3,17,12,1,8,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.56,0.043,0.41,,0.5,8.25,12,,,Griffin Jax,jaxgr01
7,233,18,Apr 15,MIN,,NYM,,,,1,1,1,0,0,0,1,0,0,4.05,4.45,4,12,8,3,0,3,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.86,0.043,0.54,,0.5,3.65,6,,,Griffin Jax,jaxgr01
8,234,19,Apr 16,MIN,,NYM,,,,0,1,4,3,3,0,1,0,0,7.04,4.02,7,22,17,7,2,2,4,4,0,0,,0,0,1,0,0,7,2,0,0,0,0,0,2.08,-0.323,1.4,,-2.5,-4.15,-3,,,Griffin Jax,jaxgr01
9,235,20,Apr 18,MIN,@,ATL,,,,1,0.1,2,4,4,2,1,0,0,11.25,4.48,5,26,13,4,0,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.99,-0.288,1.45,,-2.08,-7.65,-8,,,Griffin Jax,jaxgr01
10,236,23,Apr 22,MIN,,CHW,,,,3,1,1,0,0,0,2,0,0,10,3.88,4,13,11,4,5,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.73,0.096,1.03,,0.5,5.65,9,,,Griffin Jax,jaxgr01
11,237,24,Apr 23,MIN,,CHW,,,,0,1,0,0,0,0,2,0,0,9,3.4,3,14,9,4,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.26,0.096,0.84,,0.5,6.25,9,,,Griffin Jax,jaxgr01
12,238,27,Apr 26,MIN,,LAA,,,,2,1,1,0,0,0,3,0,0,8.18,2.83,4,19,14,1,6,0,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.53,0.029,0.36,,0.5,7.65,12,,,Griffin Jax,jaxgr01
13,239,30,Apr 29,MIN,@,CLE,,,,2,1,1,0,0,0,2,0,0,7.5,2.52,4,13,9,2,4,1,1,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,1.76,0.087,1.57,,0.49,5.65,9,,,Griffin Jax,jaxgr01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griffin Jax,jaxgr01
14,240,32,May 1,MIN,@,CLE,,,,1,1,0,0,0,0,2,0,0,6.92,2.26,3,14,10,4,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.4,0.105,1.11,,0.49,6.25,9,,,Griffin Jax,jaxgr01
15,241,34,May 3,MIN,@,BOS,,,,1,0.2,0,0,0,0,0,0,0,6.59,2.3,2,7,4,0,0,2,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,2.2,0.114,1.35,,0.54,1.5,2,,,Griffin Jax,jaxgr01
16,242,35,May 4,MIN,@,BOS,,,,0,1,1,1,1,0,1,1,0,6.75,3.1,4,14,9,1,3,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.21,0.002,0.78,,-0.48,1.65,3,,,Griffin Jax,jaxgr01
17,243,37,May 7,MIN,,BAL,,,,2,1,2,0,0,0,0,0,0,6.32,3.1,4,17,12,1,3,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,1.5,0.043,1.12,,0.5,1.05,3,,,Griffin Jax,jaxgr01
18,244,38,May 8,MIN,,BAL,,,,0,1,0,0,0,0,2,0,0,5.94,2.86,3,16,12,3,4,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.41,0.107,1.04,,0.5,10.25,15,,,Griffin Jax,jaxgr01
